Index,air_temperature,relative_humidity,net_radiation,rainfall_amount,wind_speed,wind_from_direction,net_downward_shortwave_flux,net_downward_longwave_flux,soil_moisture_content_50,soil_moisture_content_200,liquid_soil_water_pressure_50,liquid_soil_water_pressure_200,soil_temperature_0,soil_temperature_50,soil_temperature_100,soil_temperature_200,soil_temperature_500,latent_heat_flux_in_air,sensible_heat_flux_in_air,evapotranspiration_amount
2013-12-03,5.612,0.246,77.357,0,NA,0,36.08,-77.868,0.292,0.294,615.193,NA,-2.23,-1.666,-1.167,-0.1,1.157,15.086,-11.625,NA
2013-12-04,7.022,0.225,78.693,0,NA,0,42.868,-76.605,0.288,0.295,613.877,NA,-2.184,-1.673,-1.204,-0.172,1.041,13.505,-16.766,NA
2013-12-05,5.521,0.296,62.936,0,NA,0,37.286,-70.14,0.293,0.294,605.972,NA,-2.085,-1.651,-1.206,-0.223,0.961,20.159,-18.971,NA
2013-12-06,2.391,0.317,51.979,0,NA,75.994,32.763,-64.834,0.298,0.294,595.483,NA,-2.101,-1.596,-1.174,-0.246,0.935,31.118,-22.674,NA
2013-12-07,-0.476,0.396,74.421,0,NA,0,47.977,-69.955,0.293,0.292,629.29,NA,-2.313,-1.628,-1.197,-0.269,0.906,24.606,0.662,NA
2013-12-08,2.884,0.276,75.235,0,NA,0,47.944,-80.129,0.279,0.29,700.106,NA,-2.373,-1.758,-1.312,-0.365,0.782,18.101,-3.59,NA
2013-12-09,5.53,0.185,57.15,0,NA,0,38.701,-70.727,0.273,0.29,759.554,NA,-2.379,-1.818,-1.387,-0.447,0.682,19.394,-25.062,NA
2013-12-10,6.006,0.474,72.67,0,NA,0,48.349,-68.807,0.274,0.291,775.93,NA,-2.169,-1.853,-1.441,-0.549,0.537,13.335,-2.909,NA
2013-12-11,3.85,0.469,74.303,0,NA,0,49.007,-76.937,0.28,0.289,751.902,NA,-2.124,-1.778,-1.396,-0.563,0.509,13.59,0.777,NA
2013-12-12,3.359,0.334,71.485,0,NA,0,47.716,-75.152,0.284,0.289,754.839,NA,-2.187,-1.744,-1.374,-0.573,0.51,13.28,1.905,NA
2013-12-13,2.985,0.418,72.468,0,NA,0,48.336,-76.861,0.285,0.29,764.424,NA,-2.203,-1.751,-1.387,-0.601,0.467,12.457,2.739,NA
2013-12-14,3.559,0.376,70.464,0,NA,0,48.665,-67.76,0.284,0.288,780.029,NA,-2.19,-1.762,-1.402,-0.627,0.432,16.719,-8.53,NA
2013-12-15,2.801,0.363,64.548,0,NA,0,44.442,-72.498,0.284,0.285,797.206,NA,-2.211,-1.771,-1.417,-0.648,0.398,16.358,-9.594,NA
2013-12-16,5.187,0.367,71.359,0,NA,0,47.846,-74.511,0.285,0.287,814.486,NA,-2.076,-1.764,-1.432,-0.705,0.32,12.754,0.562,NA
2013-12-17,3.838,0.421,72.848,0,NA,0,48.485,-76.906,0.286,0.285,822.926,NA,-2.058,-1.723,-1.405,-0.713,0.321,12.455,1.863,NA
2013-12-18,1.894,0.385,34.218,0,NA,0,24.301,-53.138,0.286,0.284,830.714,NA,-2.303,-1.733,-1.398,-0.678,0.382,4.746,-7.268,NA
2013-12-19,-1.795,0.587,20.857,0,NA,0,15.092,-32.224,0.282,0.284,848.79,NA,-2.481,-1.779,-1.433,-0.681,0.358,5.333,-2.443,NA
2013-12-20,-1.365,0.918,20.77,0,NA,0,16.724,-10.473,0.275,0.285,886.201,NA,-2.348,-1.847,-1.491,-0.733,0.284,2.39,2.713,NA
2013-12-21,0.922,0.806,69.712,0,NA,0,47.803,-57.044,0.274,0.284,912.204,NA,-2.271,-1.878,-1.524,-0.804,0.179,9.831,10.641,NA
2013-12-22,0.972,0.848,39.523,0,NA,0,30.993,-22.842,0.277,0.282,918.264,NA,-2.19,-1.853,-1.512,-0.802,0.195,3.858,2.686,NA
2013-12-23,0.492,0.843,64.189,0,NA,0,43.774,-60.675,0.282,0.283,910.572,NA,-2.145,-1.797,-1.482,-0.835,0.158,8.065,9.094,NA
2013-12-24,-0.212,0.985,6.542,0.5,NA,0,5.484,-1.729,0.285,0.287,894.101,NA,-2.139,-1.746,-1.437,-0.817,0.209,3.286,1.762,NA
2013-12-25,0.938,1,7.798,1.8,NA,0,7.614,0.023,0.289,0.286,856.759,NA,-2.012,-1.709,-1.412,-0.832,0.197,NA,NA,NA
2013-12-26,-1.083,1.003,2.914,0,NA,0,-7.113,1.381,0.295,0.289,769.925,NA,-1.999,-1.662,-1.377,-0.824,0.226,NA,NA,NA
2013-12-27,-0.599,0.806,87.921,7.4,NA,0,-16.511,-24.808,0.298,0.288,693.988,NA,-1.967,-1.626,-1.355,-0.861,0.162,-0.866,5.602,NA
2013-12-28,-1.979,0.939,19.672,0,NA,0,1.895,-10.38,0.3,0.29,637.276,NA,-1.898,-1.543,-1.282,-0.797,0.249,0.328,-2.212,NA
2013-12-29,-0.735,0.777,39.734,0.5,NA,81.172,-1.823,-22.611,0.302,0.29,597.613,NA,-1.841,-1.482,-1.238,-0.789,0.238,16.253,-44.677,NA
2013-12-30,-3.296,0.651,76.386,1.1,NA,0,-13.867,-62.881,0.305,0.293,561.651,NA,-1.765,-1.407,-1.178,-0.783,0.206,2.379,-9.607,NA
2013-12-31,-3.787,0.58,76.026,0.3,NA,0,-13.192,-61.393,0.306,0.295,530.956,NA,-1.727,-1.352,-1.123,-0.746,0.238,2.36,-1.009,NA
2014-01-01,-3.824,0.599,70.794,0.2,NA,0,-6.068,-50.83,0.306,0.296,523.6,NA,-1.556,-1.194,-0.851,0.024,-2.302,1.728,-3.672,NA
2014-01-02,-4.089,0.764,38.964,0,NA,0,5.336,-21.61,0.306,0.293,530.906,NA,-1.544,-1.169,-0.8,0.109,-2.45,-0.383,-3.531,NA
2014-01-03,-1.52,0.79,57.959,0.3,NA,0,-0.446,-39.32,0.306,0.291,550.932,NA,-1.538,-1.168,-0.806,0.086,-2.441,-0.885,-2.793,NA
2014-01-04,-2.17,0.925,5.945,0,NA,0,-7.733,0.124,0.306,0.294,563.629,NA,-1.496,-1.136,-0.775,0.105,-2.392,1.881,-3.272,NA
2014-01-05,-0.599,0.888,13.707,0.1,NA,0,-11.254,4.653,0.307,0.296,556.809,NA,-1.451,-1.104,-0.757,0.104,-2.304,NA,NA,NA
2014-01-06,0.001,0.795,70.371,8.2,NA,0,-8.48,-17.278,0.31,0.295,536.157,NA,-1.42,-1.082,-0.761,0.063,-2.233,1.951,3.12,NA
2014-01-07,0.955,0.839,66.185,4.4,NA,0,-6.488,-43.25,0.313,0.296,484.48,NA,-1.409,-1.072,-0.754,0.059,-2.209,-1.394,0.765,NA
2014-01-08,2.081,0.811,69.885,2.6,NA,0,1.549,-43.426,0.316,0.298,452.24,NA,-1.395,-1.053,-0.728,0.07,-2.188,-1.972,-4.438,NA
2014-01-09,2.61,0.735,55.693,0,NA,0,4.615,-37.217,0.319,0.299,398.501,NA,-1.385,-1.04,-0.706,0.097,-2.173,-1.112,-7.508,NA
2014-01-10,0.812,0.91,29.719,0.1,NA,0,5.387,-10.796,0.322,0.302,360.382,NA,-1.374,-1.031,-0.696,0.109,-2.155,-0.906,-3.468,NA
2014-01-11,0.721,0.895,34.458,0,NA,0,6.486,-9.546,0.325,0.302,342.25,NA,-1.39,-1.044,-0.707,0.099,-2.171,0.149,-0.928,NA
2014-01-12,4.008,0.333,85.663,0,NA,0,-3.619,-71.354,0.328,0.306,336.608,NA,-1.437,-1.098,-0.783,0.016,-2.198,5.991,-19.634,NA
2014-01-13,-0.371,0.377,59.148,0,NA,0,6.403,-39.719,0.328,0.305,327.69,NA,-1.399,-1.05,-0.719,0.08,-2.168,4.077,-4.798,NA
2014-01-14,-2.581,0.878,15.543,0.3,NA,0,-3.288,3.387,0.326,0.305,329.344,NA,-1.394,-1.052,-0.722,0.08,-2.159,0.376,-3.212,NA
2014-01-15,-0.724,0.594,86.524,0.4,NA,0,-13.9,-17.864,0.327,0.304,337.019,NA,-1.418,-1.086,-0.778,0.004,-2.169,3.256,-0.243,NA
2014-01-16,-2.394,0.778,60.607,0,NA,0,6.803,-20.182,0.327,0.302,344.452,NA,-1.393,-1.057,-0.731,0.056,-2.15,-0.012,-0.285,NA
2014-01-17,-2.975,0.968,12.445,0,NA,0,-13.367,2.594,0.327,0.304,337.802,NA,-1.387,-1.055,-0.731,0.056,-2.147,NA,NA,NA
2014-01-18,-1.433,0.987,11.697,0.5,NA,0,-11.302,-0.025,0.328,0.304,332.048,NA,-1.404,-1.069,-0.742,0.038,-2.166,NA,NA,NA
2014-01-19,-1.059,0.996,9.54,0,NA,0,-7.701,-0.139,0.329,0.306,324.426,NA,-1.425,-1.087,-0.757,0.024,-2.185,NA,NA,NA
2014-01-20,1.173,0.952,56.464,7.9,NA,0,9.382,-10.803,0.331,0.304,327.256,NA,-1.47,-1.129,-0.801,-0.025,-2.226,2.827,-5.031,NA
2014-01-21,1.857,0.624,73.29,0.2,NA,0,9.398,-38.594,0.334,0.305,315.415,NA,-1.493,-1.154,-0.827,-0.041,-2.236,14.52,-21.396,NA
2014-01-22,-0.235,0.653,94.012,0.6,NA,0,-2.023,-60.391,0.333,0.306,301.29,NA,-1.522,-1.187,-0.876,-0.105,-2.246,1.807,-0.986,NA
2014-01-23,-1.078,0.674,75.323,0.1,NA,0,4.572,-39.581,0.331,0.304,285.236,NA,-1.513,-1.177,-0.862,-0.088,-2.259,2.196,-0.799,NA
2014-01-24,-2.929,0.619,55.362,0.1,NA,0,8.031,-29.654,0.329,0.301,293.699,NA,-1.505,-1.175,-0.853,-0.064,-2.247,11.172,-23.529,NA
2014-01-25,-1.382,0.343,103.628,0,NA,0,-1.802,-66.29,0.327,0.301,317.508,NA,-1.577,-1.222,-0.899,-0.116,-2.338,20.579,-34.553,NA
2014-01-26,-2.611,0.63,64.267,0,NA,0,-11.235,-17.637,0.326,0.3,341.283,NA,-1.625,-1.275,-0.939,-0.131,-2.352,8.406,-14.493,NA
2014-01-27,-3.612,0.643,51.244,0,NA,0,6.657,-17.513,0.325,0.298,347.774,NA,-1.591,-1.246,-0.913,-0.124,-2.315,6.217,-6.511,NA
2014-01-28,-4.604,0.645,76.633,0,NA,0,2.631,-34.735,0.323,0.297,356.12,NA,-1.603,-1.26,-0.93,-0.14,-2.351,6.333,-8.035,NA
2014-01-29,-6.542,0.613,97.089,0,NA,0,7.316,-50.875,0.322,0.295,378.293,NA,-1.633,-1.264,-0.924,-0.145,-2.43,1.304,-0.525,NA
2014-01-30,-5.377,0.898,39.706,0,NA,0,5.441,1.05,0.319,0.3,423.236,NA,-1.736,-1.36,-0.998,-0.18,-2.521,8.865,1.679,NA
2014-01-31,-2.495,0.973,20.512,0.4,NA,0,-18.454,1.96,0.318,0.299,454.496,NA,-1.735,-1.377,-1.027,-0.221,-2.508,NA,NA,NA
2014-02-01,-0.866,0.995,7.449,0.5,NA,0,-12.638,-0.023,0.319,0.304,452.955,NA,-1.69,-1.355,-1.022,-0.243,-2.443,NA,NA,NA
2014-02-02,-0.464,0.995,37.719,3.9,NA,0,-7.831,-1.436,0.321,0.301,431.229,NA,-1.65,-1.331,-1.014,-0.259,-2.369,NA,NA,NA
2014-02-03,-1.145,0.993,11.033,0.2,NA,0,-14.688,1.217,0.324,0.304,399.405,NA,-1.598,-1.286,-0.98,-0.245,-2.293,NA,NA,NA
2014-02-04,-1.569,0.999,15.55,0.1,NA,0,-24.799,0.663,0.327,0.307,363.092,NA,-1.594,-1.283,-0.978,-0.249,-2.284,NA,NA,NA
2014-02-05,-1.648,0.997,10.402,0,NA,0,-20.391,0.151,0.329,0.309,331.811,NA,-1.596,-1.284,-0.979,-0.252,-2.282,NA,NA,NA
2014-02-06,-0.672,0.841,135.447,9.6,NA,0,-12.634,-24.403,0.331,0.307,310.528,NA,-1.652,-1.345,-1.062,-0.349,-2.321,4.8,4.025,NA
2014-02-07,-1.966,0.952,20.579,0,NA,0,2.021,-2.976,0.332,0.31,287.082,NA,-1.619,-1.311,-1.008,-0.284,-2.304,0.799,-1.765,NA
2014-02-08,-2.32,0.942,49.304,0.7,NA,0,-15.537,5.776,0.332,0.31,281.213,NA,-1.618,-1.305,-1.002,-0.284,-2.302,NA,NA,NA
2014-02-09,-1.902,0.838,55.793,1.6,NA,0,-25.811,-27.499,0.332,0.307,277.17,NA,-1.648,-1.341,-1.042,-0.317,-2.334,7.708,-29.887,NA
2014-02-10,-4.198,0.941,28.783,0,NA,0,2.254,-5.994,0.333,0.309,274.273,NA,-1.629,-1.318,-1.016,-0.295,-2.301,2.155,-3.432,NA
2014-02-11,-0.725,0.818,101.881,5.6,NA,0,-15.359,-30.562,0.334,0.308,269.836,NA,-1.689,-1.386,-1.103,-0.391,-2.357,0.362,-1.25,NA
2014-02-12,-1.398,0.55,127.436,0,NA,0,-6.323,-63.97,0.334,0.306,269.438,NA,-1.672,-1.365,-1.074,-0.361,-2.336,10.44,-25.971,NA
2014-02-13,-3.31,0.709,88.055,0,NA,0,12.189,-24.721,0.334,0.31,268.693,NA,-1.658,-1.347,-1.05,-0.348,-2.314,3.534,-4.711,NA
2014-02-14,-1.175,0.527,119.015,2.6,NA,0,8.736,-16.55,0.334,0.312,268.213,399.988,-1.683,-1.373,-1.078,-0.384,-2.34,4.925,-7.791,NA
2014-02-15,-1.799,0.711,126.388,1.9,NA,0,2.897,-42.068,0.334,0.31,271.178,462.734,-1.694,-1.392,-1.111,-0.423,-2.348,2.121,-2.406,NA
2014-02-16,-0.156,0.939,39.81,3.3,NA,0,5.425,1.664,0.334,0.31,279.251,NA,-1.688,-1.387,-1.094,-0.399,-2.355,1.345,-2.658,NA
2014-02-17,-0.321,0.925,72.854,7.5,NA,0,-6.018,-5.993,0.334,0.31,291.636,NA,-1.709,-1.405,-1.116,-0.425,-2.377,1.898,1.564,NA
2014-02-18,0.469,0.842,129.508,2.6,NA,0,17.145,-29.146,0.335,0.309,294.221,NA,-1.737,-1.425,-1.134,-0.453,-2.389,0.405,1.301,NA
2014-02-19,0.978,0.868,45.505,3.7,NA,0,4.37,-3.534,0.336,0.315,284.36,NA,-1.734,-1.427,-1.13,-0.437,-2.386,28.07,-27.333,NA
2014-02-20,1.49,0.66,131.406,0,NA,0,25.473,-45.791,0.337,0.322,274.199,NA,-1.787,-1.484,-1.2,-0.512,-2.421,3.223,-8.034,NA
2014-02-21,0.484,0.697,114.731,0,NA,0,30.299,-28.457,0.338,0.317,258.846,NA,-1.775,-1.469,-1.18,-0.489,-2.401,-0.641,-6.89,NA
2014-02-22,-0.843,0.537,136.358,0,NA,0,4.139,-43.053,0.338,0.316,256.551,NA,-1.779,-1.483,-1.199,-0.504,-2.402,12.574,-21.231,NA
2014-02-23,0.113,0.505,158.275,0,NA,0,19.047,-63.025,0.338,0.314,264.716,NA,-1.798,-1.497,-1.219,-0.543,-2.406,9.453,-14.351,NA
2014-02-24,-0.726,0.521,160.067,0,NA,0,27.337,-69.036,0.339,0.315,268.674,NA,-1.826,-1.526,-1.253,-0.579,-2.425,4.076,0.724,NA
2014-02-25,-1.359,0.576,144.067,0,NA,0,33.689,-60.078,0.338,0.313,259.047,NA,-1.809,-1.509,-1.228,-0.557,-2.406,3.757,-2.954,NA
2014-02-26,NA,NA,NA,NA,NA,NA,NA,NA,0.338,0.311,NA,NA,NA,NA,NA,NA,NA,3.174,-2.133,NA
2014-02-27,NA,NA,NA,NA,NA,NA,NA,NA,0.341,0.307,NA,NA,NA,NA,NA,NA,NA,6.592,4.229,NA
2014-02-28,NA,NA,NA,NA,NA,NA,NA,NA,0.344,0.307,NA,NA,NA,NA,NA,NA,NA,5.557,-0.464,NA
2014-03-01,NA,NA,NA,NA,NA,NA,NA,NA,0.347,0.306,NA,NA,NA,NA,NA,NA,NA,5.013,2.533,NA
2014-03-02,NA,NA,NA,NA,NA,NA,NA,NA,0.35,0.306,NA,NA,NA,NA,NA,NA,NA,4.861,2.601,NA
2014-03-03,NA,NA,NA,NA,NA,NA,NA,NA,0.353,0.305,NA,NA,NA,NA,NA,NA,NA,4.609,2.571,NA
2014-03-04,NA,NA,NA,NA,NA,NA,NA,NA,0.355,0.305,NA,NA,NA,NA,NA,NA,NA,15.277,-14.438,NA
2014-03-05,NA,NA,NA,NA,NA,NA,NA,NA,0.358,0.304,NA,NA,NA,NA,NA,NA,NA,31.389,-34.577,NA
2014-03-06,NA,NA,NA,NA,NA,NA,NA,NA,0.36,0.306,NA,NA,NA,NA,NA,NA,NA,14.374,-28.207,NA
2014-03-07,4.524,0.426,186.909,0,NA,0,51.432,-64.269,0.354,0.318,186.127,NA,-1.964,-1.673,-1.408,-0.754,-2.488,19.948,-31.998,NA
2014-03-08,6.108,0.322,189.689,0,NA,0,57.114,-65.618,0.354,0.318,175.161,NA,-2.009,-1.729,-1.472,-0.816,-2.522,25.067,-33.313,NA
2014-03-09,5.372,0.368,191.444,0,NA,0,60.654,-63.39,0.353,0.327,179.579,NA,-2.039,-1.768,-1.519,-0.875,-2.541,10.721,-3.406,NA
2014-03-10,4.55,0.453,191.746,0,NA,0,72.003,-62.723,0.353,0.326,190.076,NA,-2.031,-1.768,-1.522,-0.893,-2.534,12.105,-2.824,NA
2014-03-11,5.231,0.466,193.643,0,NA,0,99.651,-65.138,0.354,0.327,201.857,NA,-2.027,-1.779,-1.547,-0.937,-2.545,15.287,-3.692,NA
2014-03-12,5.909,0.441,199.662,0,NA,0,130.832,-78.567,0.354,0.328,209.121,NA,-1.939,-1.741,-1.537,-0.973,-2.526,28.407,5.108,NA
2014-03-13,6.467,0.423,200.09,0,NA,0,148.375,-83.383,0.355,0.329,209.456,NA,-1.531,-1.545,-1.419,-0.979,-2.475,38.736,13.812,NA
2014-03-14,7.056,0.469,202.406,0,NA,0,158.107,-88.703,0.348,0.328,204.539,NA,0.02,-0.546,-0.941,-0.884,0.835,48.145,18.998,NA
2014-03-15,7.485,0.395,155.963,0,NA,0,126.594,-62.449,0.339,0.32,219.635,NA,0.835,0.504,0.092,-0.421,1.182,41.243,8.467,NA
2014-03-16,8.204,0.48,200.917,0,NA,0,163.263,-74.348,0.33,0.311,283.031,NA,1.612,1.079,0.575,-0.007,2.894,78.638,43.79,NA
2014-03-17,10.442,0.235,212.33,0,NA,0,170.75,-99.987,0.322,0.305,374.127,NA,2.38,1.829,1.286,0.445,3.541,37.111,10.503,NA
2014-03-18,NA,NA,NA,NA,NA,NA,NA,NA,0.317,0.304,NA,NA,NA,NA,NA,NA,NA,58.457,22.95,NA
2014-03-19,NA,NA,NA,NA,NA,NA,NA,NA,0.318,0.306,NA,NA,NA,NA,NA,NA,NA,66.645,29.059,NA
2014-03-20,NA,NA,NA,NA,NA,NA,NA,NA,0.321,0.307,NA,NA,NA,NA,NA,NA,NA,55.438,35.971,NA
2014-03-21,NA,NA,NA,NA,NA,NA,NA,NA,0.323,0.308,NA,NA,NA,NA,NA,NA,NA,51.216,31.462,NA
2014-03-22,NA,NA,NA,NA,NA,NA,NA,NA,0.326,0.31,NA,NA,NA,NA,NA,NA,NA,11.301,8.805,NA
2014-03-23,NA,NA,NA,NA,NA,NA,NA,NA,0.328,0.311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-03-24,NA,NA,NA,NA,NA,NA,NA,NA,0.331,0.312,NA,NA,NA,NA,NA,NA,NA,37.351,12.793,NA
2014-03-25,NA,NA,NA,NA,NA,NA,NA,NA,0.333,0.314,NA,NA,NA,NA,NA,NA,NA,30.564,22.261,NA
2014-03-26,NA,NA,NA,NA,NA,NA,NA,NA,0.336,0.317,NA,NA,NA,NA,NA,NA,NA,25.806,17.009,NA
2014-03-27,1.235,0.67,177.856,0,NA,0,140.38,-57.126,0.333,0.318,255.293,NA,0.394,0.378,0.396,0.853,0.767,44.202,30.171,NA
2014-03-28,3.354,0.517,238.926,0,NA,0,194.183,-96.77,0.326,0.312,299.269,NA,1.258,1.008,0.808,0.892,2.296,41.032,37.343,NA
2014-03-29,4.748,0.537,236.201,0,NA,0,190.827,-94.28,0.319,0.309,383.162,NA,2.255,1.865,1.488,1.128,3.442,65.833,34.769,NA
2014-03-30,6.374,0.515,231.516,0,NA,0,186.22,-91.431,0.311,0.304,499.722,NA,3.129,2.605,2.119,1.458,4.593,65.871,26.238,NA
2014-03-31,8.239,0.451,233.282,0,NA,0,186.963,-92.924,0.301,0.299,633.98,NA,4.063,3.396,2.769,1.828,5.645,72.847,19.482,NA
2014-04-01,8.332,0.493,220.456,0,NA,0,176.33,-84.604,0.291,0.291,794.475,NA,4.745,4.083,3.438,2.273,6.153,70.654,23.198,NA
2014-04-02,7.449,0.657,232.51,0,NA,0,186.132,-82.875,0.281,0.289,963.688,NA,5.314,4.627,3.969,2.71,6.799,85.424,37.062,NA
2014-04-03,5.712,0.858,97.429,0,NA,0,73.61,-37.265,0.275,0.286,1128.729,NA,5.124,4.799,4.359,3.112,5.328,18.555,12.55,NA
2014-04-04,7.876,0.684,209.524,0,NA,0,168.041,-53.261,0.268,0.285,1241.693,NA,5.508,4.849,4.271,3.253,7.123,76.638,30.983,NA
2014-04-05,8.898,0.553,159.714,0,NA,0,126.539,-46.201,0.257,0.282,NA,NA,5.441,5.091,4.679,3.535,5.763,72.89,10.357,NA
2014-04-06,10.104,0.479,258.14,0,NA,0,205.697,-79.675,0.244,0.28,NA,NA,5.588,4.991,4.516,3.634,7.098,108.165,27.019,NA
2014-04-07,9.95,0.537,248.673,0,NA,0,199.632,-82.08,0.229,0.278,NA,NA,6.349,5.655,5.016,3.822,7.93,116.434,32.659,NA
2014-04-08,8.131,0.674,126.589,1.9,NA,0,96.707,-49.742,0.221,0.275,NA,NA,6.265,5.908,5.445,4.169,6.433,49.158,1.779,NA
2014-04-09,5.461,0.36,268.281,0,NA,0,214.312,-89.497,0.215,0.274,NA,NA,4.977,4.957,4.891,4.254,4.863,42.267,30.415,NA
2014-04-10,7.744,0.414,239.735,0,NA,0,190.028,-59.619,0.204,0.277,NA,NA,4.605,4.516,4.455,4.08,4.908,80.11,18.382,NA
2014-04-11,9.958,0.461,224.611,0,NA,0,177.753,-64.803,0.195,0.277,NA,NA,5.638,5.102,4.7,4.028,6.585,79.639,16.481,NA
2014-04-12,7.396,0.64,124.98,0,NA,0,96.403,-44.121,0.189,0.272,NA,NA,5.21,5.057,4.872,4.185,5.173,49.009,11.262,NA
2014-04-13,7.31,0.568,171.866,0,NA,0,133.975,-46.115,0.186,0.27,NA,NA,5.336,5.025,4.78,4.207,5.589,73.508,19.48,NA
2014-04-14,7.7,0.405,262.368,0,NA,0,208.554,-77.067,0.179,0.262,NA,NA,5.202,4.918,4.726,4.235,5.626,54.585,15.081,NA
2014-04-15,1.105,0.44,222.007,0,NA,0,173.373,-67.029,0.173,0.254,NA,NA,4.316,4.463,4.556,4.266,3.373,60.617,44.27,NA
2014-04-16,0.922,0.419,287.739,0,NA,0,228,-95.051,0.17,0.247,NA,NA,3.491,3.674,3.908,4.068,3.16,63.731,64.015,NA
2014-04-17,4.551,0.259,291.513,0,NA,0,231.033,-101.37,0.166,0.241,NA,NA,3.369,3.436,3.602,3.807,3.585,23.806,51.148,NA
2014-04-18,4.918,0.469,105.446,0.1,NA,0,76.948,-37.175,0.162,0.234,NA,NA,3.582,3.678,3.751,3.713,3.054,37.021,3.167,NA
2014-04-19,0.931,0.972,70.152,4.1,NA,0,29.886,-9.979,0.162,0.232,NA,NA,3.13,3.378,3.574,3.676,2.247,NA,NA,NA
2014-04-20,5.844,0.793,261.428,0,NA,0,207.244,-66.861,0.162,0.232,NA,NA,4.017,3.608,3.422,3.504,5.224,107.625,61.731,NA
2014-04-21,3.817,0.969,34.737,7.3,NA,0,25.324,-3.254,0.163,0.231,NA,NA,4.616,4.48,4.253,3.696,4.13,NA,NA,NA
2014-04-22,7.204,0.765,249.909,0.2,NA,0,199.421,-30.308,0.165,0.228,NA,NA,5.336,4.584,4.112,3.733,6.881,197.626,87.117,NA
2014-04-23,8.991,0.642,162.074,1.1,NA,0,124.202,-47.89,0.163,0.222,NA,NA,6.068,5.548,5.03,4.055,6.551,73.869,27.932,NA
2014-04-24,10.573,0.511,300.422,0,NA,0,233.898,-68.491,0.162,0.215,NA,NA,6.574,5.799,5.197,4.284,7.774,77.613,42.029,NA
2014-04-25,10.499,0.572,237.76,0,NA,0,183.713,-57.58,0.159,0.206,NA,NA,7.1,6.41,5.795,4.596,7.838,109.998,40.892,NA
2014-04-26,10.884,0.627,239.1,0,NA,0,186.587,-51.347,0.156,0.198,NA,NA,7.525,6.754,6.106,4.871,8.433,91.96,32.458,NA
2014-04-27,5.63,0.97,35.761,21.7,NA,0,27.154,-3.438,0.18,0.195,NA,NA,6.783,6.619,6.321,5.188,6.317,6.173,-1.672,NA
2014-04-28,4.81,0.929,72.747,8.4,NA,0,57.667,-3.513,0.243,0.194,NA,NA,5.519,5.567,5.573,5.139,5.318,NA,NA,NA
2014-04-29,7.911,0.751,258.438,5,NA,0,198.52,-14.172,0.28,0.196,NA,NA,6.265,5.779,5.435,4.949,7.002,207.292,89.539,NA
2014-04-30,4.587,0.953,53.079,15.7,NA,0,40.605,-2.961,0.31,0.234,NA,NA,6.13,6.053,5.87,5.106,5.788,NA,NA,NA
2014-05-01,7.583,0.759,248.1,1,NA,0,192.628,-20.47,0.301,0.282,NA,NA,6.013,5.673,5.454,5.04,6.642,NA,NA,NA
2014-05-02,6.042,0.896,97.368,4.3,NA,0,72.959,-2.417,0.301,0.278,974.506,NA,6.558,6.27,5.945,5.151,6.622,NA,NA,NA
2014-05-03,6.793,0.595,262.807,0,NA,0,205.012,-45.573,0.295,0.277,883.243,NA,5.877,5.85,5.749,5.24,5.774,NA,NA,NA
2014-05-04,6.095,0.462,321.465,0,NA,0,252.133,-89.049,0.277,0.273,993.286,NA,5.152,5.216,5.275,5.141,5.361,NA,NA,NA
2014-05-05,7.929,0.458,311.426,0,NA,0,244.138,-84.433,0.26,0.267,1145.871,NA,5.68,5.42,5.257,4.984,6.202,NA,NA,NA
2014-05-06,8.829,0.652,256.071,0,NA,0,197.508,-62.609,0.245,0.252,1330.927,NA,6.539,6.127,5.789,5.102,6.915,NA,NA,NA
2014-05-07,7.025,0.885,54.773,8.5,NA,0,39.151,-8.356,0.243,0.244,1536.664,NA,6.768,6.509,6.162,5.306,6.683,NA,NA,NA
2014-05-08,9.135,0.573,299.879,0,NA,0,235.895,-64.488,0.253,0.242,1708.927,NA,6.492,6.12,5.843,5.342,7.184,NA,NA,NA
2014-05-09,12.083,0.589,273.518,0,NA,0,216.602,-47.226,0.242,0.23,NA,NA,7.813,7.055,6.417,5.419,8.724,NA,NA,NA
2014-05-10,13.109,0.491,228.374,0,NA,0,177.475,-54.021,0.229,0.223,NA,NA,8.349,7.688,7.049,5.761,9.143,NA,NA,NA
2014-05-11,7.958,0.724,116.955,4.4,NA,0,89.183,-41.413,0.223,0.222,NA,NA,7.913,7.632,7.22,6.074,8.003,NA,NA,NA
2014-05-12,5.966,0.489,243.904,0.2,NA,0,185.143,-50.23,0.221,0.219,NA,NA,6.407,6.525,6.527,6.053,6.453,NA,NA,NA
2014-05-13,4.659,0.579,245.997,0,NA,0,187.354,-48.475,0.216,0.214,NA,NA,6.059,6.155,6.151,5.866,6.136,NA,NA,NA
2014-05-14,3.671,0.61,237.683,0,NA,0,181.442,-40.836,0.209,0.211,NA,NA,5.615,5.758,5.781,5.655,5.789,NA,NA,NA
2014-05-15,3.475,0.564,298.089,0,NA,0,232.964,-55.637,0.203,0.208,NA,NA,5.052,5.284,5.41,5.466,5.106,NA,NA,NA
2014-05-16,3.906,0.603,140.121,4.5,NA,0,101.912,-26.565,0.198,0.204,NA,NA,4.106,4.619,4.982,5.254,3.25,NA,NA,NA
